"Date","Area","OSgrid","longitude","latitude","Alt","Aspect","Incline","Location","Obs","FAH","OAH","Air.Temp","Wind.Dir","Wind.Speed","Cloud","Precip.Code","Drift","Total.Snow.Depth","Foot.Pen","Ski.Pen","Rain.at.900","Summit.Air.Temp","Summit.Wind.Dir","Summit.Wind.Speed","Max.Temp.Grad","Max.Hardness.Grad","No.Settle","Snow.Index","Insolation","Crystals","Wetness","AV.Cat","Snow.Temp"
2014-03-04 12:45:00,"Creag Meagaidh","NN409850",-0.437796600593515,2.17729587477506,"750",92,28,"Creag na Cailliche","TR","High","Considerable +","0.4",270,35,80,"8 - Snow","1",100,80,NA,0,-2,270,26,0,2,296,8,4,NA,1,4,0
2014-03-05 13:00:00,"Creag Meagaidh","NN430885",-0.406319871926654,2.19622125276213,"800",90,26,"Inner Coire, Coire Ardair","TR/OR","High","Moderate","1.5",225,50,100,"6 - Snow Showers","1",73,65,NA,1,-1,200,32,0,2,302,6,10,NA,4,3,0
2014-03-06 13:00:00,"Creag Meagaidh","NN461908",-0.385607719779106,2.22420188933465,"925",100,30,"Cairn Liath, Sharks Gultch","WS/TR","Considerable +","Considerable -","0.8",220,5,100,"4 - Light Showers","1",550,10,NA,1,1,220,23,0,2,306,4,10,NA,2,NA,0
2014-03-07 13:15:00,"Creag Meagaidh","NN458884",-0.407174369670313,2.22152881405228,"700",85,30,"NE shoulder. Sron a Ghoire","TR","Considerable +","Considerable +","-2.1",270,70,90,"6 - Snow Showers","1",55,40,NA,0,-5,255,52,0,2,312,6,10,5,2,3,-2
2014-03-08 11:30:00,"Creag Meagaidh","NN453897",-0.395502886441295,2.21698925881131,"750",60,30,"Slopes below Min Window","WS/AS","Considerable -","Moderate","2",220,30,NA,"6 - Snow Showers","1",70,15,NA,1,1,240,57,0,1,318,6,10,5,2,NA,NA
2014-03-09 12:05:00,"Creag Meagaidh","NN448898",-0.394612377900246,2.21246878663457,"860",250,30,"Coire a Chriochairein","TR","Moderate","Moderate","1",270,25,100,"0 - None","0",83,28,NA,1,-1,250,27,0,1,318,0,10,NA,3,2,0
2014-03-10 13:30:00,"Creag Meagaidh","NN472903",-0.390082232586454,2.2341513919782,"970",20,20,"Cairn Liath","WS","Moderate","Moderate","0.5",220,2,5,"2 - Trace","0",280,5,NA,0,-2,240,13,0,2,318,0,10,NA,NA,NA,-0.5
2014-03-11 13:00:00,"Creag Meagaidh","NN428885",-0.406322989853411,2.19441368279016,"960",340,30,"Coire Ardair, Window","WS","Moderate","Moderate","2",220,5,0,"0 - None","0",300,2,NA,0,3,220,20,0,2,318,0,10,NA,NA,NA,0
2014-03-12 12:30:00,"Creag Meagaidh","NN444865",-0.42426632295925,2.20890569212263,"800",160,30,"Creag Mhor Ridge","WS","High","Considerable -","7.5",220,5,0,"","0",300,15,NA,1,4,220,19,0,2,318,0,10,NA,2,NA,NA
2014-03-13 12:30:00,"Creag Meagaidh","NN444896",-0.396415492248555,2.20885685027082,"700",90,30,"Coire a Chriochairein","WS","Considerable +","Considerable -","3.9",5,270,NA,"2 - Trace","0",50,15,NA,1,3,270,22,0,3,318,0,10,NA,NA,NA,NA
2014-03-14 12:30:00,"Creag Meagaidh","NN435864",-0.425178736356055,2.20077307351219,"840",20,27,"Meall Coire Choile Rais","TR","Considerable -","Moderate","4.2",270,40,100,"0 - None","0",62,20,NA,1,3,260,50,0,1,318,NA,10,NA,2,3,0
2014-03-15 12:05:00,"Creag Meagaidh","NN454878",-0.412571186897706,2.21792316645421,"850",75,32,"Bealach a Ghoire. Sron a Ghoire","TR","Moderate","Moderate","4",270,50,100,"2 - Trace","0",84,20,NA,1,3,270,40,0,1,320,2,10,NA,2,2,0
2014-03-16 13:10:00,"Creag Meagaidh","NN414860",-0.428804815102755,2.18179948860557,"800",90,28,"Moy Corrie","TR","Moderate","Moderate","4.6",270,50,100,"0 - None","0",71,15,NA,1,3,270,48,0,1,320,0,12,NA,2,2,0
2014-03-17 12:45:00,"Creag Meagaidh","NN443895",-0.397315470200133,2.20795465565421,"840",80,26,"Coire a Chriochairein","TR","Moderate","Low","4.1",270,45,100,"0 - None","0",57,6,NA,1,2,250,26,0,1,320,NA,NA,NA,2,2,0
2014-03-18 12:00:00,"Creag Meagaidh","NN451895",-0.397302862445198,2.21518488200709,"800",100,30,"Coire Ardair","WS","Moderate","Low","4",240,10,85,"0 - None","0",35,5,NA,0,0,240,34,0,2,320,NA,NA,NA,NA,NA,NA
2014-03-19 12:00:00,"Creag Meagaidh","NN475894",-0.398163213045883,2.23687715965287,"700",120,30,"Cairn Liath","WS","Moderate","Moderate","5.5",240,40,90,"","1",28,5,NA,0,2,240,34,0,2,320,NA,NA,NA,NA,NA,NA
2014-03-20 12:35:00,"Creag Meagaidh","NN450900",-0.392812409650552,2.21427316023274,"920",27,35,"The Min Window","TR","Considerable +","Considerable +","-1.2",260,45,100,"6 - Snow Showers","1",57,9,NA,0,-1,255,38,0,1,326,6,NA,NA,1,2,-0.6
2014-03-21 12:30:00,"Creag Meagaidh","NN443895",-0.397315470200133,2.20795465565421,"860",85,27,"Coire a Chriochairein","TR","Considerable +","Considerable +","-1.9",235,40,100,"8 - Snow","1",100,62,NA,0,-4,225,39,0,2,334,8,12,NA,1,3,-1
2014-03-22 12:30:00,"Creag Meagaidh","NN445895",-0.397312322135122,2.20976221231539,"800",120,30,"Coire a Chriochairein","WS","Considerable +","Considerable +","-1.5",220,20,85,"8 - Snow","1",120,30,NA,0,-4,23,220,0,2,342,8,12,NA,NA,8800,-1.5
2014-03-23 12:00:00,"Creag Meagaidh","NN459884",-0.407172792271919,2.22243259932633,"750",80,30,"Sron a Ghoire","WS","Considerable +","Considerable +","-2",320,30,30,"8 - Snow","1",120,40,NA,0,-5,320,20,0,3,350,8,12,5,NA,NA,NA
2014-03-24 12:10:00,"Creag Meagaidh","NN460882",-0.408968056218828,2.22333955906756,"750",95,33,"NE ridge Sron a Ghoire","TR","Considerable +","Considerable -","0.9",135,35,5,"0 - None","1",80,60,NA,0,-3,140,36,0,2,350,NA,12,NA,1,3,-1.4
2014-03-25 13:15:00,"Creag Meagaidh","NN443868",-0.421572613418407,2.20799719262176,"920",260,27,"Creag Mhor ridge","TR","Moderate","Moderate","1.3",220,15,100,"","0",55,33,NA,0,-1,180,19,0,2,350,NA,12,NA,1,3,0
2014-03-26 12:30:00,"Creag Meagaidh","NN460899",-0.393694981447633,2.22331250603831,"940",110,20,"Cairn Liath","WS","Moderate","Moderate","2.3",70,5,5,"","0",50,10,NA,0,0,70,13,0,1,350,NA,12,NA,NA,NA,NA
2014-03-27 13:00:00,"Creag Meagaidh","NN451895",-0.397302862445198,2.21518488200709,"800",50,30,"Coire a Chriocharien","WS","Moderate","Low","1.8",160,10,85,"2 - Trace","1",50,5,NA,0,-2,160,13,0,3,352,2,12,NA,NA,NA,NA
2014-03-28 13:10:00,"Creag Meagaidh","NN501925",-0.370270345041732,2.26032491554588,"880",15,29,"Coire a Bheinn","TR","Moderate","Moderate","0",100,20,90,"","0",72,4,NA,0,-2,90,10,0,1,352,NA,12,NA,1,1,0
2014-03-29 14:00:00,"Creag Meagaidh","NN431861",-0.427880192403102,2.19716255185849,"930",255,24,"W flank Meall Coire Choile Rais","TR","Moderate","Low","1.2",140,40,100,"6 - Snow Showers","1",48,40,NA,0,0,130,20,0,2,358,6,12,NA,1,2,0
2014-03-30 12:00:00,"Creag Meagaidh","NN461902",-0.390998163819667,2.22421148909922,"920",340,30,"Cairn Liath Plateau","WS","Low","Low","3.2",160,10,95,"0 - None","0",300,5,NA,0,4,160,36,0,2,358,NA,12,NA,NA,NA,NA
2014-03-31 12:10:00,"Creag Meagaidh","NN459900",-0.392798157858934,2.22240713484943,"850",170,25,"Top of Triple Burns, Coire Ardair","TR","Low","Low","9",135,25,90,"","0",55,6,NA,0,5,140,38,0,2,358,NA,NA,NA,2,NA,0
2014-04-01 11:15:00,"Creag Meagaidh","NN413860",-0.428806350716727,2.18089568734676,"860",130,31,"Moy Corrie","TR","Low","Low","5.1",110,15,100,"","0",71,11,NA,1,2,90,10,0,2,358,NA,20,NA,2,1,0
2014-04-02 12:00:00,"Creag Meagaidh","NN475896",-0.396366370109182,2.23687395255005,"780",130,30,"Cairn Liath","WS","Low","Low","5",130,5,5,"0 - None","0",30,5,NA,0,2,18,130,0,2,358,12,20,NA,NA,NA,NA
2014-04-03 12:30:00,"Creag Meagaidh","NN541896",-0.396259719894578,2.29652322751463,"800",130,30,"Coire a Chriochariein","WS","Low","Low","3.2",220,5,100,"0 - None","0",35,10,NA,1,2,220,18,0,3,358,NA,12,NA,NA,NA,NA
2014-04-04 11:25:00,"Creag Meagaidh","NN391842",-0.445011251064038,2.16103951767309,"820",40,32,"South Ridge, Beinn a Chaorainn","TR","Low","","5.8",180,10,100,"","0",71,7,NA,1,2,90,5,0,1,358,NA,NA,NA,2,1,0
2014-04-05 12:30:00,"Creag Meagaidh","NN437854",-0.434159870846853,2.20259626376189,"750",120,30,"Coire Choillie -rais","WS","","Low","4.5",180,2,100,"0 - None","0",60,5,NA,1,2,180,13,0,1,358,NA,NA,NA,NA,NA,NA
2014-04-06 12:00:00,"Creag Meagaidh","NN451895",-0.397302862445198,2.21518488200709,"800",60,30,"Coire a Chriocharein","WS","Low","Low","7.8",200,15,100,"","0",38,NA,NA,1,5,200,27,0,1,358,NA,12,NA,NA,NA,NA
2014-04-07 12:15:00,"Creag Meagaidh","NN506924",-0.371160618976472,2.26484534589991,"830",15,37,"Coire a Bheinn","TR","Moderate","Moderate","2",235,20,100,"","0",84,4,NA,0,0,220,25,0,1,358,NA,NA,NA,1,1,0
2014-04-08 12:35:00,"Creag Meagaidh","NN445871",-0.418874230121119,2.20980007356862,"960",92,29,"Coire Chomharsainn","TR","Moderate","Low","1",270,40,75,"4 - Light Showers","1",58,11,NA,0,-1,270,35,0,4,362,4,NA,NA,1,2,0
2014-04-09 11:45:00,"Creag Meagaidh","NN436857",-0.431466141194056,2.20168778854564,"800",100,37,"The Notch. Meal Coire Choile Rais","TR","Low","Low","5.9",240,30,100,"","0",100,7,NA,1,3,225,38,0,1,362,NA,NA,NA,2,NA,0
2014-04-10 10:00:00,"Creag Meagaidh","NN409848",-0.439593430986935,2.17729894684355,"750",92,31,"Creag na Cailliche","TR","Moderate","Low","4.1",270,25,90,"","0",73,5,NA,1,2,270,30,0,1,364,4,20,NA,2,1,0
2014-04-11 12:15:00,"Creag Meagaidh","NN449866",-0.423360099863447,2.21342310982033,"840",88,32,"Creag Mhor ridge","TR","Moderate","Low","2.1",270,40,100,"4 - Light Showers","1",55,8,NA,0,0,230,36,0,1,368,4,20,NA,1,1,0
2014-04-12 12:20:00,"Creag Meagaidh","NN445895",-0.397312322135122,2.20976221231539,"800",87,30,"Coire Chriochairein","TR","Considerable -",NA,"1.8",270,40,100,"4 - Light Showers","0",78,5,NA,1,0,270,45,0,1,372,4,20,NA,1,1,0
2014-12-11 12:25:00,"Creag Meagaidh","NN476888",-0.4035521668113,2.23779055019295,"610",92,28,"Na Cnapanan","TR","Considerable +","Considerable +","-2",270,40,100,"10 - Heavy Snow","1",75,75,-1,0,-5,260,40,0.7,1,10,10,0,5,1,3,-2
2014-12-12 11:45:00,"Creag Meagaidh","NN462898",-0.394590219158853,2.22512165413581,"700",131,31,"Base of Balloon Gully","TR","Considerable +","Considerable +","-5",270,20,100,"10 - Heavy Snow","1",81,68,55,0,-4,250,25,1,2,20,10,2,5,-1,3,-2
2014-12-13 13:00:00,"Creag Meagaidh","NN464884",-0.40716489563191,2.22695152551328,"800",90,30,"Sron A Ghoire","WS","Considerable +","Considerable -","-2",220,20,80,"4 - Light Showers","1",200,15,0,0,-4,220,36,0.5,3,24,4,0,-1,1,-1,-3
2014-12-14 12:30:00,"Creag Meagaidh","NN468894",-0.398174351724019,2.23055070915153,"600",80,32,"Cairn Liath. Not quite Balloon Gully","WS","Considerable +","Considerable -","1",270,30,100,"4 - Light Showers","1",84,30,0,1,-3,270,43,0.1,2,28,4,2,5,2,-1,-0.1
2014-12-15 12:15:00,"Creag Meagaidh","NN454880",-0.41077434630598,2.2179200041035,"840",90,30,"Bealach a Ghoire","TR","Considerable -","Considerable -","-3",270,15,50,"6 - Snow Showers","1",83,30,10,0,-5,260,20,1.7,2,6,36,0,0,1,3,-3
2014-12-16 12:05:00,"Creag Meagaidh","NN444895",-0.397313896490436,2.20885843399087,"800",95,28,"Coire a Chriochairein","TR","Considerable +","Moderate","-2",270,10,40,"6 - Snow Showers","1",71,40,6,0,-4,250,24,1.4,2,36,6,0,0,1,3,-3
2014-12-17 13:00:00,"Creag Meagaidh","NN457896",-0.396394968208116,2.22060595910814,"700",90,30,"Cairn Liath, Beow Min Window","WS","Considerable -","Moderate","2",270,15,100,"0 - None","0",50,20,0,1,0,270,37,0.2,1,36,0,2,-1,2,-1,0
2014-12-18 12:00:00,"Creag Meagaidh","NN458887",-0.404479114783252,2.22152405209652,"780",90,25,"Sron a ghoire","WS","Considerable -","Considerable +","2",250,20,100,"0 - None","0",65,18,0,1,-1,250,33,0.1,1,36,-1,0,-1,2,-1,-1
2014-12-19 12:10:00,"Creag Meagaidh","NN486904",-0.389161396185536,2.24680259447777,"810",74,28,"Shoulder of Coire nan Gall","TR","Considerable +","Considerable +","-2",270,50,90,"8 - Snow","1",90,50,0,0,-4,270,57,1,2,36,8,0,0,1,3,-3
2014-12-20 12:35:00,"Creag Meagaidh","NN458882",-0.408971209478048,2.22153198594833,"790",46,27,"Death Gullies. Sron a Ghoire","TR & SR","Considerable +","Considerable -","-1",270,40,90,"8 - Snow","1",63,30,0,0,-3,268,30,0.6,2,52,8,2,0,1,3,-1
2014-12-21 12:55:00,"Creag Meagaidh","NN462903",-0.390098165163456,2.22511366343257,"920",90,40,"Carn Liath West Ridge","KM","Considerable -","Moderate","4",230,30,100,"","0",145,20,0,1,4,245,45,0.2,1,52,0,2,0,2,-1,0
2014-12-22 12:45:00,"Creag Meagaidh","NN451900",-0.392810828705131,2.21517693523895,"900",80,30,"Min Window","KM","Considerable -","Moderate","0",260,20,96,"4 - Light Showers","1",300,5,0,0,-1,250,44,0.1,2,56,4,2,0,1,-1,-2
2014-12-23 12:20:00,"Creag Meagaidh","NN450895",-0.397304440674248,2.21428110375556,"810",133,26,"SE wall of Coire Ardair","TR","Considerable -","Considerable -","-1",265,20,75,"4 - Light Showers","1",55,3,0,0,-2,255,28,1,2,60,4,0,0,1,2,0
2014-12-24 13:05:00,"Creag Meagaidh","NN449867",-0.422461674276713,2.21342153869761,"840",60,30,"Creag Mhor ridge","TR","Considerable +","Considerable -","-2",265,50,95,"8 - Snow","1",77,53,0,0,-2,255,48,0.9,2,68,8,0,5,1,3,-1
2014-12-25 12:15:00,"Creag Meagaidh","NN459882",-0.408969633169815,2.22243577251405,"800",92,33,"NE ridge Sron a Ghoire","TR & OR","Considerable -","Considerable -","-2",360,5,0,"6 - Snow Showers","0",71,53,0,0,-4,360,8,1.3,2,74,6,0,5,1,3,-2
2014-12-26 13:05:00,"Creag Meagaidh","NN463903",-0.390096574819218,2.22601743634231,"915",90,40,"Carn Liath West slopes","KM","Considerable -","Considerable -","-3",200,3,78,"0 - None","0",233,12,0,0,-4,230,10,1.4,2,74,0,2,5,1,-1,-4
2014-12-27 12:55:00,"Creag Meagaidh","NN444869",-0.420672632740445,2.2088994193843,"950",140,30,"Puist Coire Ardair: Creag Mhor","KM","Considerable -","Considerable -","-4",330,15,20,"4 - Light Showers","1",147,12,0,0,-5,270,15,1,2,78,4,2,5,1,-1,-5
2014-12-28 13:10:00,"Creag Meagaidh","NN506924",-0.371160618976472,2.26484534589991,"840",50,35,"Top of Coire a Bheinn","TR & OR","Considerable -","Considerable -","-2",290,10,75,"2 - Trace","0",80,33,0,0,-3,290,10,2.1,2,80,2,0,5,1,3,-3
2014-12-29 13:25:00,"Creag Meagaidh","NN442894",-0.398215447068488,2.2070524591836,"850",90,29,"Coire a Chriochairein","TR","Considerable -","Moderate","-2",225,5,0,"","0",53,28,0,0,-4,225,20,1.8,3,80,0,0,5,1,3,-3
2014-12-30 12:45:00,"Creag Meagaidh","NN448898",-0.394612377900246,2.21246878663457,"930",110,40,"Coire a' Chriochairein East side ('Wall Gully')","KM","Moderate","Moderate","2",220,15,100,"0 - None","0",205,15,0,0,2,245,35,0.3,1,80,0,2,0,2,-1,0
2014-12-31 12:45:00,"Creag Meagaidh","NN463903",-0.390096574819218,2.22601743634231,"910",90,40,"Carn Liath West slopes","KM","Moderate","Moderate","2",200,25,100,"0 - None","0",255,20,0,1,2,218,45,0,1,80,0,2,0,2,-1,0
2015-01-01 12:15:00,"Creag Meagaidh","NN459882",-0.408969633169815,2.22243577251405,"740",100,31,"Bumslide Gully, Sron a Ghoire","TR","Considerable -","Considerable -","6",225,45,100,"0 - None","0",72,14,0,1,5,250,60,0,2,80,0,0,0,3,2,0
2015-01-02 12:45:00,"Creag Meagaidh","NN449867",-0.422461674276713,2.21342153869761,"850",50,29,"Creag Mhor ridge","TR","Considerable -","Considerable -","-3",270,55,95,"8 - Snow","1",47,32,0,0,-4,270,50,1,2,88,8,2,5,1,3,-2
2015-01-03 13:10:00,"Creag Meagaidh","NN444893",-0.399110706910823,2.20886159979573,"800",91,34,"Shoulder of Coire Chriochairein","TR","Considerable -","Considerable -","-4",290,20,50,"6 - Snow Showers","1",36,36,0,0,-5,300,30,1.4,3,94,6,3,5,0,3,-3
2015-01-04 13:15:00,"Creag Meagaidh","NN463877",-0.413455445911244,2.22605885492721,"800",90,30,"Sron a Ghoire","WS","Considerable -","Moderate","1",220,20,10,"0 - None","0",55,5,0,0,0,220,28,1.2,1,94,0,3,-1,-1,-1,-1
2015-01-05 13:00:00,"Creag Meagaidh","NN447896",-0.396410765619258,2.21156818326206,"780",90,30,"Coire a Chriochairein","ws","Moderate","Moderate","4",220,30,100,"0 - None","0",55,12,0,1,3,220,41,0.2,2,94,0,3,-1,2,-1,0
2015-01-06 12:30:00,"Creag Meagaidh","NN475896",-0.396366370109182,2.23687395255005,"800",45,30,"Cairn Liath","WS","Considerable -","Considerable -","-2",240,30,80,"2 - Trace","1",60,12,0,1,-3,250,30,0.7,3,98,4,3,-1,1,-1,-1
2015-01-07 12:25:00,"Creag Meagaidh","NN436857",-0.431466141194056,2.20168778854564,"800",98,22,"SE flank of Meal Coire Choile Rais","TR & SR","Considerable +","Considerable +","5",220,55,100,"4 - Light Showers","0",80,17,0,1,3,225,50,0.2,1,102,4,2,0,2,3,0
2015-01-08 13:15:00,"Creag Meagaidh","NN459882",-0.408969633169815,2.22243577251405,"790",95,35,"NE shoulder Sron a Ghoire","TR & SR","Considerable +","Considerable -","-2",265,35,100,"8 - Snow","1",61,60,0,0,-4,250,40,1,2,110,8,2,5,1,3,-2
2015-01-09 13:00:00,"Creag Meagaidh","NN487903",-0.390058212323748,2.24770798249019,"760",88,27,"Coire nan Gall","TR/SR","Considerable -","Considerable -","-1",270,25,100,"6 - Snow Showers","1",55,9,0,0,-3,250,30,0.8,2,116,6,2,0,1,3,-1
2015-01-10 13:30:00,"Creag Meagaidh","NN456896",-0.396396550855584,2.21970218157841,"800",90,30,"Cairn Liath","WS / TR","Considerable +","Considerable -","-2",270,35,100,"6 - Snow Showers","1",60,15,0,0,-6,90,54,1.8,2,122,6,3,5,1,-1,-1
2015-01-11 13:15:00,"Creag Meagaidh","NN451896",-0.396404454405037,2.21518329374673,"700",80,30,"Coire A Chriochairein","WS","Considerable -","Considerable -","1",250,30,100,"6 - Snow Showers","1",80,30,0,1,-2,250,43,2.2,1,128,6,2,5,2,-1,-2
2015-01-12 13:15:00,"Creag Meagaidh","NN463884",-0.407166476246325,2.22604774030035,"800",45,30,"Sron a Ghoire","WS/TR","Considerable +","Considerable +","-2",250,30,95,"8 - Snow","1",80,20,0,0,-4,250,64,0.8,2,136,8,2,5,1,-1,-2
2015-01-13 13:30:00,"Creag Meagaidh","NN461898",-0.394591806127097,2.22421787796512,"760",100,35,"Balloon Gully","TR & SR","Considerable +","Considerable +","-4",240,35,100,"10 - Heavy Snow","1",100,80,0,0,-7,250,40,1.1,2,146,10,2,5,1,3,-3
2015-01-14 12:20:00,"Creag Meagaidh","NN477888",-0.403550575638704,2.23869433266033,"600",92,29,"Na Cnapanan","TR","High","Considerable +","-1",225,40,100,"10 - Heavy Snow","1",120,120,0,0,-4,240,40,0.5,1,156,10,3,0,1,3,-1
2015-01-15 12:15:00,"Creag Meagaidh","NN459872",-0.417953876189078,2.22245160554529,"610",90,30,"Col above Creag Bheag. SE flank Sron a Ghoire","TR","Considerable +","Considerable +","0",230,45,100,"8 - Snow","1",78,55,0,0,-2,225,55,0,2,164,8,3,0,2,3,0
2015-01-16 12:45:00,"Creag Meagaidh","NN474899",-0.393672706468056,2.23596536239396,"850",70,35,"Carn Liath: South slopes","KM","Considerable +","Considerable -","-5",260,25,90,"6 - Snow Showers","1",330,40,0,0,-8,255,45,0.9,1,170,6,4,0,1,-1,-5
2015-01-17 13:15:00,"Creag Meagaidh","NN470898",-0.394577500145308,2.23235186306033,"870",160,30,"Cairn Liath","WS ","Considerable +","Considerable -","-4",270,10,20,"4 - Light Showers","1",80,20,0,0,-6,270,17,0.9,2,174,4,4,-1,1,-1,-4
2015-01-18 13:30:00,"Creag Meagaidh","NN453879",-0.411674337743364,2.21701779699001,"800",160,30,"Coire a Chriochairein","WS","Considerable -","Considerable -","-4",300,10,10,"4 - Light Showers","1",85,20,0,0,-7,300,17,1.5,1,178,4,4,10,1,-1,-1
2015-01-19 13:45:00,"Creag Meagaidh","NN486904",-0.389161396185536,2.24680259447777,"860",120,32,"Coire nan Gall - shoulder","TR","Considerable -","Considerable -","-4",190,5,0,"4 - Light Showers","0",74,23,4,0,-8,195,8,3.9,3,182,4,3,10,0,3,-10
2015-01-20 13:00:00,"Creag Meagaidh","NN456877",-0.413466465482354,2.21973232647589,"800",90,30,"Sron a Ghoire","WS","Considerable -","Considerable -","-4",160,10,80,"0 - None","1",180,20,0,0,-6,160,24,1.2,2,182,0,4,10,1,-1,-4
2015-01-21 13:45:00,"Creag Meagaidh","NN446865",-0.424263206128154,2.21071328746871,"800",300,30,"Creag Meagaidh Creag Mhor Ridge","WS","Considerable -","Considerable -","-3",160,2,80,"0 - None","1",130,10,0,0,-4,160,14,0.9,2,182,0,4,10,1,-1,-4
2015-01-22 13:00:00,"Creag Meagaidh","NN446869",-0.420669511572462,2.21070700959237,"900",90,27,"Coire Chomharsain","TR","Considerable -","Considerable -","-3",200,15,95,"0 - None","1",40,30,5,0,-4,190,25,0.8,3,182,0,3,0,1,3,-2
2015-01-23 12:25:00,"Creag Meagaidh","NN436857",-0.431466141194056,2.20168778854564,"840",100,33,"Meall Coire Choile Rais","TR","Considerable -","Considerable -","1",225,45,100,"6 - Snow Showers","1",78,24,0,1,0,250,50,1,2,182,6,3,0,3,3,0
2015-01-24 12:20:00,"Creag Meagaidh","NN457883",-0.40807436546303,2.22062661434221,"780",85,30,"Death Gullies. Sron a Ghoire","TR","Considerable +","Considerable -","-2",270,50,90,"8 - Snow","1",90,80,25,0,-3,270,40,0.5,1,190,8,4,5,1,3,-1
2015-01-25 14:00:00,"Creag Meagaidh","NN453896",-0.396401294922824,2.21699084891599,"800",140,30,"Coire A Chriochairein","WS/TR","Moderate","Considerable -","2",220,35,100,"","0",55,10,0,1,2,220,55,0,2,190,-1,4,-1,2,-1,0
2015-01-26 13:30:00,"Creag Meagaidh","NN459898",-0.394594978124638,2.22241032558703,"800",60,30,"Cairn Liath","WS","Considerable +","Moderate","-2",270,20,80,"4 - Light Showers","1",200,20,0,0,-4,270,36,1.2,2,196,6,3,-1,1,-1,-3
2015-01-27 12:59:00,"Creag Meagaidh","NN443895",-0.397315470200133,2.20795465565421,"830",88,29,"Coire Chriochairein","TR & SR","Considerable +","Considerable -","2",265,25,70,"4 - Light Showers","0",90,23,0,1,1,250,25,0,1,200,4,4,0,2,2,0
2015-01-28 12:30:00,"Creag Meagaidh","NN397852",-0.436018068602656,2.16644712252941,"600",120,30,"Beinn a Chaorainn","WS/TR","Considerable -","Considerable +","-3",270,30,100,"6 - Snow Showers","1",100,30,0,0,-7,290,52,1,4,206,6,4,-1,2,-1,-2
2015-01-29 13:00:00,"Creag Meagaidh","NN446895",-0.39731074713419,2.21066599062775,"810",90,30,"Coire a Chriochairein","WS","Considerable -","Considerable -","-3",270,15,80,"8 - Snow","1",90,15,0,0,-7,270,25,0.7,2,214,8,4,5,1,1,-2
2015-01-30 13:15:00,"Creag Meagaidh","NN471898",-0.394575907360136,2.23325563912069,"880",100,32,"Shepherd's Crook, Carn Liath","TR","Considerable +","High","-2",300,35,100,"6 - Snow Showers","1",70,35,17,0,-5,300,30,0.7,3,220,6,4,0,1,3,-2
2015-01-31 13:30:00,"Creag Meagaidh","NN446856",-0.432349056235489,2.21072738077376,"610",170,33,"Creag Tharsuinn","TR/SR","High","Considerable -","-3",340,45,100,"10 - Heavy Snow","1",120,100,39,0,-6,345,52,0.7,2,230,10,4,5,1,4,-3
2015-02-01 13:05:00,"Creag Meagaidh","NN457899",-0.393699738170693,2.22060117936405,"830",175,28,"Top of Triple Burns, Coire Ardair","TR/SR","Considerable -","Considerable -","-4",350,15,90,"6 - Snow Showers","1",76,32,9,0,-8,340,18,3,3,230,6,6,0,1,3,-5
2015-02-02 12:55:00,"Creag Meagaidh","NN472899",-0.39367589636663,2.23415781163329,"900",150,28,"Carn Liath: South slopes","KM","Considerable -","Considerable -","-3",330,10,100,"0 - None","0",155,15,0,0,-6,14,322,1.4,3,230,0,6,10,1,-1,-5
2015-02-03 13:05:00,"Creag Meagaidh","NN448897",-0.395510783019325,2.21247037404101,"880",160,30,"Coire a' Chriochairein E. side (Wall Gully)","KM","Considerable -","Considerable -","-5",350,15,90,"4 - Light Showers","1",165,25,0,0,-7,340,15,1.1,1,230,4,6,5,1,-1,-4
2015-02-04 12:55:00,"Creag Meagaidh","NN455882",-0.40897593454623,2.21882062617796,"820",10,33,"Death Gullies, Sron a Ghoire","TR","Considerable -","Considerable -","-3",360,15,85,"4 - Light Showers","0",120,17,5,0,-5,12,355,2.5,2,234,4,6,0,1,3,-4
2015-02-05 13:25:00,"Creag Meagaidh","NN447873",-0.417074263540731,2.21160451550009,"900",130,25,"Coire Chomharsain","TR","Considerable -","Considerable -","0",360,5,85,"0 - None","0",81,31,12,0,-1,360,5,1.3,2,234,0,6,0,1,3,-3
2015-02-06 13:05:00,"Creag Meagaidh","NN476904",-0.389177424906287,2.23776487415879,"940",170,32,"Carn Liath","KM","Considerable -","Considerable -","1",270,3,10,"0 - None","0",275,5,0,0,1,10,9,2.3,2,234,0,6,0,2,-1,-2
2015-02-07 12:55:00,"Creag Meagaidh","NN448898",-0.394612377900246,2.21246878663457,"920",130,35,"Coire a' Chriochairein E side ('Wall Gully')","KM","Considerable -","Moderate","1",310,15,75,"0 - None","0",345,20,0,0,1,330,12,0.9,1,234,0,6,0,2,-1,-1
2015-02-08 12:15:00,"Creag Meagaidh","NN454878",-0.412571186897706,2.21792316645421,"840",120,33,"Bealach a Ghoire","TR","Moderate","Moderate","1",280,25,60,"0 - None","0",71,6,2,0,0,270,23,1.3,1,234,0,6,0,1,2,-1
2015-02-09 13:10:00,"Creag Meagaidh","NN435868",-0.421585063052175,2.20076682606724,"860",178,27,"Lochan Coire Choile Rais","TR","Moderate","Moderate","4",260,15,100,"","0",100,13,3,0,2,225,25,0.5,1,234,0,6,0,1,2,0
